Customer ID,Customer Title,Customer First Name,Customer Middle Name,Customer Last Name,Customer_Segment,Maritial_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Country,Region,State or Province,City,Postal Code,Total_Policy_Amt,Premium_Amt_Paid_TillDate
2944,Doctor.,Elsie,,Lane,Corporate,Married,Male,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2944,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,U.S.A,Central,Michigan,Midland,48640,500000,60000
392,Mrs.,Erica,R,Fuller,Corporate,Single,Male,12/7/1993,12/31/2010,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_392,HSB_Auto_98765,2000,Monthly,12/31/2010,12/27/2033,1/31/2014,2/28/2014,USA,Central,Missouri,Clayton,63105,200000,72000
1068,Doctor.,Erik,,Barr,Home Office,Single,Male,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_1068,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,US,Central,Illinois,Calumet City,60409,500000,60000
2920,Prof.,Ernest,,Peele,Home Office,Married,Male,2/5/1990,1/1/2010,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2920,HSB_Jewel_02468,60000,Half Yearly,1/1/2010,12/27/2029,7/1/2010,1/1/2011,U.S,Central,Illinois,Chicago,60603,400000,60000
2587,Prof.,Eugene,H,Walsh,Home Office,Single,Male,12/7/1989,12/31/2006,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2587,HSB_Auto_98765,2000,Monthly,12/31/2006,12/27/2029,1/31/2010,2/28/2010,USA,Central,Wisconsin,Manitowoc,54220,200000,72000
592,Doctor.,Eva,,Silverman,Small Business,Single,Male,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_592,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,US,Central,Illinois,Wilmette,60091,500000,60000
1237,Dr.,Eva,,Simpson,Corporate,Single,Male,2/5/1994,1/1/2014,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1237,HSB_Jewel_02468,60000,Half Yearly,1/1/2014,12/27/2033,7/1/2014,1/1/2015,U.S,Central,Texas,Carrollton,75007,400000,60000
2073,Prof.,Evan,,Kelley,Consumer,Single,Male,12/7/1991,12/31/2008,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2073,HSB_Auto_98765,2000,Monthly,12/31/2008,12/27/2031,1/31/2012,2/28/2012,USA,Central,Michigan,Garden City,48135,200000,72000
1433,Dr.,Frances,,Jackson,Corporate,Single,Male,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_1433,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,US,Central,Indiana,Jeffersonville,47130,500000,60000
2957,Prof.,Francis,I,Davis,Corporate,Married,Male,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_2957,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,US,Central,Wisconsin,Milwaukee,53209,500000,60000
1938,Doctor.,Franklin,,Spencer,Corporate,Single,Male,2/5/1991,1/1/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1938,HSB_Jewel_02468,60000,Half Yearly,1/1/2011,12/27/2030,7/1/2011,1/1/2012,USA,Central,Kansas,Emporia,66801,400000,60000
2976,Professor,Fred,,Barber,Small Business,Married,Male,2/5/1992,12/30/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2976,HSB_Jewel_02468,60000,Half Yearly,12/30/2011,12/27/2031,6/30/2012,12/31/2012,USA,Central,Wisconsin,Oak Creek,53154,400000,60000
2499,Professor,Geoffrey,,Koch,Corporate,Single,Male,12/7/1992,12/31/2009,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2499,HSB_Auto_98765,2000,Monthly,12/31/2009,12/27/2032,1/31/2013,2/28/2013,United States Of America,Central,Illinois,Kankakee,60901,200000,72000
191,Mister.,Gerald,,Kearney,Corporate,Single,Male,2/5/1993,1/1/2013,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_191,HSB_Jewel_02468,60000,Half Yearly,1/1/2013,12/27/2032,7/1/2013,1/1/2014,U.S,Central,Illinois,Aurora,60505,400000,60000
191,Mister.,Gerald,,Kearney,Corporate,Single,Male,2/5/1993,1/1/2013,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_191,HSB_Jewel_02468,60000,Half Yearly,1/1/2013,12/27/2032,7/1/2013,1/1/2014,U.S,Central,Illinois,Aurora,60505,400000,60000
2617,Dr.,Gerald,,Crabtree,Corporate,Single,Male,2/5/1989,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_2617,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2028,3/31/2009,9/25/2009,US,Central,South Dakota,Aberdeen,57401,500000,60000
2466,Doctor.,Gilbert,,Godfrey,Corporate,Single,Male,2/5/1992,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_2466,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2031,3/30/2012,9/24/2012,U.S.A,Central,Michigan,Sault Sainte Marie,49783,500000,60000
2290,Professor,Glen,,Robertson,Corporate,Single,Male,2/5/1992,12/30/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2290,HSB_Jewel_02468,60000,Half Yearly,12/30/2011,12/27/2031,6/30/2012,12/31/2012,US,Central,Minnesota,Coon Rapids,55433,400000,60000
2339,Prof.,Gordon,,Boswell,Home Office,Single,Male,2/5/1991,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_2339,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2030,3/31/2011,9/25/2011,US,Central,Texas,Cloverleaf,77015,500000,60000
3125,Dr.,Guy,,McDonald,Home Office,Married,Male,2/5/1993,1/1/2013,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_3125,HSB_Jewel_02468,60000,Half Yearly,1/1/2013,12/27/2032,7/1/2013,1/1/2014,U.S.A,Central,Illinois,Mount Prospect,60056,400000,60000
14,Mr.,Gwendolyn,F,Tyson,Small Business,Single,Male,2/5/1992,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_14,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2031,3/30/2012,9/24/2012,USA,Central,Minnesota,Prior Lake,55372,500000,60000
14,Mr.,Gwendolyn,F,Tyson,Small Business,Single,Male,2/5/1992,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_14,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2031,3/30/2012,9/24/2012,USA,Central,Minnesota,Prior Lake,55372,500000,60000
2912,Professor,Hannah,,Carver,Home Office,Married,Male,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2912,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,US,Central,North Dakota,Grand Forks,58201,500000,60000
2795,Dr.,Harry,,Burns,Corporate,Single,Male,2/5/1993,1/1/2013,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2795,HSB_Jewel_02468,60000,Half Yearly,1/1/2013,12/27/2032,7/1/2013,1/1/2014,U.S.A,Central,Iowa,Mason City,50401,400000,60000
1083,Doctor.,Hazel,,Dale,Corporate,Single,Male,2/5/1991,1/1/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1083,HSB_Jewel_02468,60000,Half Yearly,1/1/2011,12/27/2030,7/1/2011,1/1/2012,United States Of America,Central,Illinois,Springfield,62701,400000,60000
1748,Doctor.,Helen,,Simpson,Consumer,Single,Male,12/7/1988,12/31/2005,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1748,HSB_Auto_98765,2000,Monthly,12/31/2005,12/27/2028,1/31/2009,2/28/2009,USA,Central,Oklahoma,Enid,73703,200000,72000
1247,Prof.,Henry,,O'Connell,Home Office,Single,Male,12/7/1993,12/31/2010,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1247,HSB_Auto_98765,2000,Monthly,12/31/2010,12/27/2033,1/31/2014,2/28/2014,USA,Central,Texas,Leander,78641,200000,72000
1298,Professor,Herbert,,Beard,Home Office,Single,Male,2/5/1991,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_1298,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2030,3/31/2011,9/25/2011,US,Central,Texas,Sulphur Springs,75482,500000,60000
792,Professor,Holly,,Pate,Corporate,Single,Male,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_792,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,U.S.A,Central,Oklahoma,Mustang,73064,500000,60000
619,Dr.,Howard,,Rogers,Consumer,Single,Male,12/7/1991,12/31/2008,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_619,HSB_Auto_98765,2000,Monthly,12/31/2008,12/27/2031,1/31/2012,2/28/2012,US,Central,Michigan,Southgate,48195,200000,72000
1818,Professor,Ian,,Hall,Consumer,Single,Male,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_1818,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,USA,Central,Michigan,Dearborn,48126,500000,60000
2117,Professor,Jack,,Hatcher,Home Office,Single,Male,2/5/1992,12/30/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2117,HSB_Jewel_02468,60000,Half Yearly,12/30/2011,12/27/2031,6/30/2012,12/31/2012,U.S,Central,Texas,Greenville,75401,400000,60000
2265,Dr.,James,,Davenport,Corporate,Single,Male,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_2265,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,U.S,Central,Missouri,Kansas City,64130,500000,60000
950,Dr.,Jane,,Shah,Consumer,Single,Male,2/5/1992,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_950,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2031,3/30/2012,9/24/2012,USA,Central,Minnesota,Prior Lake,55372,500000,60000
373,Miss.,Jeanne,,Werner,Small Business,Single,Male,2/5/1992,12/30/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_373,HSB_Jewel_02468,60000,Half Yearly,12/30/2011,12/27/2031,6/30/2012,12/31/2012,USA,Central,Michigan,Detroit,48234,400000,60000
1771,Prof.,Jeff,,Spivey,Home Office,Single,Male,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_1771,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,U.S,Central,Illinois,Freeport,61032,500000,60000
767,Dr.,Jeffrey,,Mueller,Corporate,Single,Male,2/5/1993,1/1/2013,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_767,HSB_Jewel_02468,60000,Half Yearly,1/1/2013,12/27/2032,7/1/2013,1/1/2014,U.S,Central,Illinois,Rock Island,61201,400000,60000
3359,Doctor.,Jeffrey,,Cheng,Home Office,Married,Male,2/5/1991,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_3359,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2030,3/31/2011,9/25/2011,U.S.A,Central,Wisconsin,Wauwatosa,53213,500000,60000
896,Professor,Jennifer,,Siegel,Corporate,Single,Male,2/5/1992,12/30/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_896,HSB_Jewel_02468,60000,Half Yearly,12/30/2011,12/27/2031,6/30/2012,12/31/2012,US,Central,Texas,Denton,76201,400000,60000
3191,Doctor.,Jenny,,Hawkins,Corporate,Married,Male,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_3191,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,United States Of America,Central,Wisconsin,Stevens Point,54481,500000,60000
1213,Prof.,Jeremy,,Pratt,Corporate,Single,Male,2/5/1994,12/31/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_1213,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2010,12/27/2033,3/31/2014,9/25/2014,United States Of America,Central,Indiana,Granger,46530,500000,60000
3141,Doctor.,Jerome,,McIntosh,Consumer,Married,Male,2/5/1992,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_3141,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2031,3/30/2012,9/24/2012,US,Central,Texas,Pasadena,77506,500000,60000
3344,Prof.,Jim,,Hinson,Home Office,Married,Male,12/7/1991,12/31/2008,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_3344,HSB_Auto_98765,2000,Monthly,12/31/2008,12/27/2031,1/31/2012,2/28/2012,U.S,Central,Michigan,Rochester Hills,48307,200000,72000
2282,Prof.,Jimmy,,Waters,Home Office,Single,Male,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2282,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,U.S.A,Central,Wisconsin,Fitchburg,53713,500000,60000
1107,Professor,Joanna,,Keith,Small Business,Single,Female,2/5/1992,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_1107,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2031,3/30/2012,9/24/2012,U.S,Central,Texas,Lake Jackson,77566,500000,60000
2187,Professor,Joanne,,Spivey,Corporate,Single,Female,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2187,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,United States Of America,Central,Missouri,Independence,64055,500000,60000
1369,Dr.,Joe,D,Dean,Consumer,Single,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_1369,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,U.S.A,Central,Texas,Mansfield,76063,500000,60000
389,Mr,Joel,,Buckley,Corporate,Single,Female,12/7/1992,12/31/2009,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_389,HSB_Auto_98765,2000,Monthly,12/31/2009,12/27/2032,1/31/2013,2/28/2013,U.S.A,Central,Nebraska,Lincoln,68502,200000,72000
593,Dr.,Joel,,Huffman,Small Business,Single,Female,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_593,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,U.S,Central,Illinois,Woodridge,60517,500000,60000
1548,Prof.,John,,Bray,Corporate,Single,Female,2/5/1991,1/1/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1548,HSB_Jewel_02468,60000,Half Yearly,1/1/2011,12/27/2030,7/1/2011,1/1/2012,US,Central,Indiana,Richmond,47374,400000,60000
2427,Prof.,John,,Merritt,Corporate,Single,Female,2/5/1992,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_2427,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2031,3/30/2012,9/24/2012,USA,Central,Texas,Keller,76248,500000,60000
696,Dr.,Johnny,,Reid,Corporate,Single,Female,2/5/1991,1/1/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_696,HSB_Jewel_02468,60000,Half Yearly,1/1/2011,12/27/2030,7/1/2011,1/1/2012,U.S.A,Central,Indiana,Crown Point,46307,400000,60000
2139,Professor,Jon,,Kendall,Corporate,Single,Female,2/5/1989,1/1/2009,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2139,HSB_Jewel_02468,60000,Half Yearly,1/1/2009,12/27/2028,7/1/2009,1/1/2010,US,Central,Wisconsin,Watertown,53094,400000,60000
3211,Professor,Jonathan,,Crabtree,Corporate,Married,Female,2/5/1992,12/30/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_3211,HSB_Jewel_02468,60000,Half Yearly,12/30/2011,12/27/2031,6/30/2012,12/31/2012,U.S,Central,Illinois,Addison,60101,400000,60000
2951,Dr.,Jordan,,Womble,Corporate,Married,Female,12/7/1989,12/31/2006,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2951,HSB_Auto_98765,2000,Monthly,12/31/2006,12/27/2029,1/31/2010,2/28/2010,USA,Central,Kansas,Hays,67601,200000,72000
3045,Prof.,Jordan,,Beard,Small Business,Married,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_3045,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,U.S,Central,Kansas,Leavenworth,66048,500000,60000
1511,Dr.,Joseph,,Dawson,Corporate,Single,Female,2/5/1991,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_1511,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2030,3/31/2011,9/25/2011,USA,Central,Indiana,Muncie,47302,500000,60000
1279,Doctor.,Josephine,,Rao,Corporate,Single,Female,2/5/1993,1/1/2013,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1279,HSB_Jewel_02468,60000,Half Yearly,1/1/2013,12/27/2032,7/1/2013,1/1/2014,USA,Central,Indiana,Hammond,46324,400000,60000
2127,Prof.,Joyce,,Kern,Home Office,Single,Female,2/5/1989,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_2127,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2028,3/31/2009,9/25/2009,U.S.A,Central,Michigan,Sterling Heights,48310,500000,60000
635,Professor,Juan,,Justice,Corporate,Single,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_635,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,U.S,Central,Minnesota,Saint Paul,55106,500000,60000
2437,Prof.,Judith,,Shepherd,Home Office,Single,Female,2/5/1992,12/30/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2437,HSB_Jewel_02468,60000,Half Yearly,12/30/2011,12/27/2031,6/30/2012,12/31/2012,U.S.A,Central,Wisconsin,Muskego,53150,400000,60000
445,Mrs.,Judy,,Barrett,Small Business,Single,Female,2/5/1995,12/31/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_445,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2011,12/27/2034,3/31/2015,9/25/2015,U.S,Central,Nebraska,Norfolk,68701,500000,60000
2398,Prof.,Julian,F,Wolfe,Corporate,Single,Female,2/5/1992,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_2398,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2031,3/30/2012,9/24/2012,United States Of America,Central,Illinois,Hanover Park,60103,500000,60000
1020,Professor,Julie,,Porter,Small Business,Single,Female,2/5/1991,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_1020,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2030,3/31/2011,9/25/2011,USA,Central,Kansas,Pittsburg,66762,500000,60000
1682,Professor,Julie,,Edwards,Consumer,Single,Female,2/5/1998,12/31/2014,,13579,Mediclaim,Related to Life or Personal Claim,13579_1682,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2014,12/27/2037,3/31/2018,9/25/2018,U.S.A,Central,Illinois,Chicago,60611,500000,60000
1618,Professor,June,,Roberts,Consumer,Single,Female,2/5/1994,12/31/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_1618,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2010,12/27/2033,3/31/2014,9/25/2014,USA,Central,Indiana,Highland,46322,500000,60000
129,Miss.,Kara,,Allison,Small Business,Single,Female,2/5/1997,12/31/2013,,13579,Mediclaim,Related to Life or Personal Claim,13579_129,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2013,12/27/2036,3/31/2017,9/25/2017,U.S.A,Central,Illinois,Alton,62002,500000,60000
129,Miss.,Kara,,Allison,Small Business,Single,Female,2/5/1997,12/31/2013,,13579,Mediclaim,Related to Life or Personal Claim,13579_129,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2013,12/27/2036,3/31/2017,9/25/2017,U.S.A,Central,Illinois,Alton,62002,500000,60000
1250,Doctor.,Kara,,Patton,Corporate,Single,Female,2/5/1991,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_1250,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2030,3/31/2011,9/25/2011,United States Of America,Central,Illinois,Carpentersville,60110,500000,60000
2330,Doctor.,Kara,,Foster,Home Office,Single,Female,2/5/1998,12/31/2014,,13579,Mediclaim,Related to Life or Personal Claim,13579_2330,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2014,12/27/2037,3/31/2018,9/25/2018,U.S.A,Central,Iowa,Marion,52302,500000,60000
2563,Doctor.,Karen,,Warren,Home Office,Single,Female,2/5/1995,12/31/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_2563,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2011,12/27/2034,3/31/2015,9/25/2015,US,Central,Minnesota,Fridley,55432,500000,60000
2555,Prof.,Karl,,Knowles,Home Office,Single,Female,2/5/1998,12/31/2014,,13579,Mediclaim,Related to Life or Personal Claim,13579_2555,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2014,12/27/2037,3/31/2018,9/25/2018,United States Of America,Central,Wisconsin,Madison,53711,500000,60000
1826,Prof.,Kate,,Peck,Corporate,Single,Female,2/5/1994,12/31/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_1826,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2010,12/27/2033,3/31/2014,9/25/2014,United States Of America,Central,Iowa,Bettendorf,52722,500000,60000
2893,Prof.,Kathryn,,Tate,Consumer,Single,Female,2/5/1992,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_2893,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2031,3/30/2012,9/24/2012,U.S.A,Central,Michigan,Madison Heights,48071,500000,60000
1505,Doctor.,Kay,,Schultz,Small Business,Single,Female,2/5/1986,1/1/2006,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1505,HSB_Jewel_02468,60000,Half Yearly,1/1/2006,12/27/2025,7/1/2006,1/1/2007,U.S.A,Central,Texas,College Station,77840,400000,60000
2070,Doctor.,Kelly,,Collins,Corporate,Single,Female,2/5/1998,1/1/2018,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2070,HSB_Jewel_02468,60000,Half Yearly,1/1/2018,12/27/2037,7/1/2018,1/1/2019,US,Central,Michigan,Eastpointe,48021,400000,60000
1432,Doctor.,Kerry,,Green,Corporate,Single,Female,2/5/1996,12/30/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_1432,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2012,12/27/2035,3/30/2016,9/24/2016,United States Of America,Central,Indiana,Indianapolis,46203,500000,60000
2500,Prof.,Kevin,,Smith,Small Business,Single,Female,12/7/1987,12/31/2004,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2500,HSB_Auto_98765,2000,Monthly,12/31/2004,12/27/2027,1/31/2008,2/28/2008,US,Central,Illinois,Lake In The Hills,60102,200000,72000
2999,Prof.,Kim,,McCarthy,Consumer,Single,Female,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2999,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,USA,Central,Michigan,Oak Park,48237,500000,60000
2430,Doctor.,Kimberly,,Reilly,Home Office,Single,Female,2/5/1996,12/30/2015,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2430,HSB_Jewel_02468,60000,Half Yearly,12/30/2015,12/27/2035,6/30/2016,12/31/2016,United States Of America,Central,Texas,Killeen,76541,400000,60000
1361,Prof.,Kristina,,Collier,Consumer,Single,Female,2/5/1988,12/30/2007,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1361,HSB_Jewel_02468,60000,Half Yearly,12/30/2007,12/27/2027,6/30/2008,12/31/2008,US,Central,Michigan,Allen Park,48101,400000,60000
3133,Prof.,Kristine,,Singleton,Corporate,Single,Female,2/5/1995,1/1/2015,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_3133,HSB_Jewel_02468,60000,Half Yearly,1/1/2015,12/27/2034,7/1/2015,1/1/2016,United States Of America,Central,Illinois,Naperville,60540,400000,60000
1128,Professor,Kurt,,O'Connor,Consumer,Single,Female,2/5/1996,12/30/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_1128,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2012,12/27/2035,3/30/2016,9/24/2016,US,Central,Texas,Edinburg,78539,500000,60000
1689,Dr.,Larry,,Church,Corporate,Single,Female,2/5/1995,12/31/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_1689,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2011,12/27/2034,3/31/2015,9/25/2015,US,Central,Indiana,Highland,46322,500000,60000
2616,Doctor.,Laurence,,Hull,Corporate,Single,Female,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2616,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,United States Of America,Central,Michigan,Portage,49002,500000,60000
2202,Dr.,Laurie,,Howe,Home Office,Single,Female,2/5/1998,12/31/2014,,13579,Mediclaim,Related to Life or Personal Claim,13579_2202,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2014,12/27/2037,3/31/2018,9/25/2018,U.S.A,Central,Minnesota,Brooklyn Center,55429,500000,60000
2107,Doctor.,Leigh,Burnette,Hurley,Corporate,Single,Female,2/5/1996,12/30/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_2107,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2012,12/27/2035,3/30/2016,9/24/2016,United States Of America,Central,Illinois,Chicago,60601,500000,60000
2653,Dr.,Leo,,Kane,Consumer,Single,Female,12/7/1986,12/31/2003,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2653,HSB_Auto_98765,2000,Monthly,12/31/2003,12/27/2026,1/31/2007,2/28/2007,United States Of America,Central,Kansas,Derby,67037,200000,72000
198,Mrs,Leroy,,Blanchard,Small Business,Single,Female,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_198,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,USA,Central,Michigan,Detroit,48138,500000,60000
